index,start,end,name,text
238,0:42:56,0:43:08,Hanall Sung," The previously we used Word, that's a new column name, and we need a‚ oh, sorry, not raising a hand. And we need a‚ what was that?"
239,0:43:09,0:43:16,Hanall Sung," How can I, lower my hand? Yeah, and we need an existing column name, the input column, which is‚  "
240,0:43:16,0:43:34,Hanall Sung," sentences in this case, right? Where, the word is the name of the new column containing tokens, and sentences‚ sentences here, is the input column being tokenized. So this should be the second argument here."
241,0:43:34,0:43:50,Hanall Sung," And next, count which one? So, you count, you can‚ we can count the occurrences of each token using count something. So, you'd fill in the blank as count."
242,0:43:50,0:43:59,Hanall Sung," the new column called Word, right? Word to tally up the frequency of each Word."
243,0:44:00,0:44:12,Hanall Sung," So that was one, and we want to arrange them by frequency. So the function arrange‚ so that was the‚ that was the answer. Arrange can be used to sort"
244,0:44:12,0:44:26,Hanall Sung," words, by frequency, and descending order, descending order using, a range function. So where, N here represents the frequency counts of the words."
245,0:44:27,0:44:39,Hanall Sung," And what is the last step? We want to remove some common words or stop words. How can we do that? We use, one function called‚  "
246,0:44:39,0:44:55,Hanall Sung," anti-join, right? We can use anti-join, and‚ so I already have this, dataset X in the beginning, and the migrator pipe, so anti-join with‚ what is that Y data set in this case?"
247,0:44:55,0:45:12,Hanall Sung," That'd be the stop words, right? The stop words, the built-in dataset, stop underbar words, which filters out, words present in the stop words dataset provided by, HeidiText."
248,0:45:12,0:45:19,Hanall Sung," This is the‚ a completed‚ Completed, co-chunk."
249,0:45:20,0:45:30,Hanall Sung," Right? Word, sentences, count, word, and arrange descending order by the frequency, and anti-join with"
250,0:45:30,0:45:33,Hanall Sung, this data set. Stop words.
251,0:45:36,0:45:56,Hanall Sung," Okay, which text? Some sources. So, text data can come from di‚ sorry, diverse, sources, spanning traditional printed mediums and digital platforms. And these sources reflect different contexts, audiences, and proposes."
252,0:45:56,0:46:03,Hanall Sung," Some examples of tidy‚ Sorry, text data sources."
253,0:46:04,0:46:16,Hanall Sung," One is digital sources, like websites, social media posts, online reviews, blogs, and news articles. And digital text data is often abundant."
254,0:46:16,0:46:26,Hanall Sung," And can be easily collected for analysis, but may come with challenges, such as noise and inform‚ informality."
255,0:46:26,0:46:46,Hanall Sung," That's digital sources, and we also have traditional sources, like books, journals, newspapers, and transcripts of interviews or speeches. So text from these sources is typically more structured, and often used in academic and historical analysis."
256,0:46:46,0:46:57,Hanall Sung," Right? And institutional documents, that's another source, like official reports, legal documents, policy papers, and corporate communications."
257,0:46:57,0:47:07,Hanall Sung," So these documents often contain important information for analysis related to governance, compliance, and policy evaluation."
258,0:47:08,0:47:18,Hanall Sung," And we also have personal communication resources, sources, like emails, letters, text messages, and notes."
259,0:47:18,0:47:31,Hanall Sung," So soft data can provide insights into individual behaviors, communication patterns, and sentiments, but may also raise, you know, privacy and ethical considerations."
260,0:47:31,0:47:55,Hanall Sung," So, different sources of, text data, bring varied challenges and also opportunities. For instance, analyzing social media data may involve sentiment analysis to gauge public opinion, while legal documents might require, NLP, natural language processing, for information extraction."
261,0:47:55,0:48:07,Hanall Sung," So understanding the source of text data helps in tailoring, the processing, planning, and analysis techniques applied during text analysis projects."
262,0:48:10,0:48:14,Hanall Sung," and some formats. So,"
263,0:48:15,0:48:35,Hanall Sung," Text data can be stored in many different formats. Some examples are here. One is string. So text can be stored as strings, like character, vectors within R, and often text data is first read into memory in this"
264,0:48:35,0:48:44,Hanall Sung," form. So this format is simple, and works for many basic tasks, such as printing, searching, and manipulating text."
265,0:48:44,0:48:51,Hanall Sung," And the second, text data format is Corpus, and these types of‚"
266,0:48:51,0:48:58,Hanall Sung," A corpus, sorry, corpus is a structured collection of text documents."
267,0:48:58,0:49:11,Hanall Sung," In text analysis, it serves as a container for a set of texts, often including metadata, such as, you know, document titles, publication dates, or authors."
268,0:49:11,0:49:13,Hanall Sung, and annotations.
269,0:49:13,0:49:28,Hanall Sung," The corpus objects are often used in more advanced text processing and natural language processing tasks, as they allow for managing and analyzing large sets of text, documents collectively."
270,0:49:30,0:49:43,Hanall Sung," So that's a corpus, and this one, DTM, Document Term Metrics. A DTM is a mathematical representation of a collection of text documents."
271,0:49:43,0:49:51,Hanall Sung," And it takes the form of a sparse matrix, where rows represent documents, and"
272,0:49:51,0:49:59,Hanall Sung," Rows represent documents, and the columns represents terms, like words. And the values in the matrix"
273,0:49:59,0:50:09,Hanall Sung," typically represent the frequency of each term in each document, right? Rows are the document, columns are the terms. So, and in the cell, we can see the frequency."
274,0:50:09,0:50:19,Hanall Sung," It can also store other metrics, like term frequency, inverse document frequency, in a short term‚ in an abbreviation format."
275,0:50:19,0:50:20,Hanall Sung, PF.
276,0:50:20,0:50:30,Hanall Sung," IDF scores, which reflects both the importance of a term within a document and across the entire, corpus."
277,0:50:31,0:50:45,Hanall Sung," Yes, so that's this one, TFIDF. What was that again? Frequency, term, frequency, inverse document frequency."
278,0:50:45,0:50:53,Hanall Sung," Yeah, that's a score. So the value in the matrix is typically word count, or just TF IDF score."
279,0:50:55,0:51:04,Hanall Sung," And some considerations. There's some‚ there's some essential, considerations in text data collection."
280,0:51:04,0:51:18,Hanall Sung," Ethical considerations and privacy concerns. When‚ when dealing with, text data, especially that containing personal or sensitive information, like social media posts, private messages, or"
281,0:51:18,0:51:26,Hanall Sung," health records, researchers must prioritize privacy and data, security, for sure."
282,0:51:26,0:51:39,Hanall Sung," And ethical guidelines, such as obtaining informed consent and anonymizing personal information, should be followed to protect individuals' identities and data."
283,0:51:40,0:52:01,Hanall Sung," And data quality and, represent‚ representative‚ represent‚ represent‚ representativeness. So ensuring that the text data collected is of, high quality and representative of the subject being studied is crucial."
284,0:52:01,0:52:03,Hanall Sung, For meaningful analysis.
285,0:52:03,0:52:13,Hanall Sung," So poor quality data, like incomplete or biased data, can lead to inaccurate or misleading conclusions."
286,0:52:13,0:52:24,Hanall Sung," And care should be taken, to minimize sampling bias and include, you know, diverse perspectives and context in the text data collection process."
287,0:52:25,0:52:38,Hanall Sung," And there are some challenges in processing and analyzing unstructured text. So, text data is often unstructured, as you can imagine, and meaning"
288,0:52:38,0:52:45,Hanall Sung," meaning it‚ It does not have a predefined format or organization, like."
289,0:52:45,0:52:50,Hanall Sung," Free-form tags, tweets, customer feedback, they're all‚"
290,0:52:50,0:53:07,Hanall Sung," very, unstructured. And analyzing such data requires, specialized tools and methodologies, including NLP, natural language processing techniques to extract meaning and insights."
291,0:53:08,0:53:10,Hanall Sung, Some specific tools and methodology.
292,0:53:12,0:53:19,Hanall Sung," Okay, I think I covered everything before,"
293,0:53:20,0:53:31,Hanall Sung," the code along. So, yeah, here is the‚ the end of the lecture parts, and let me move on to the code along session in the other, recording."
294,0:53:31,0:53:33,Hanall Sung, Thank you.
